,product,purchased_with
2211,Zurple Sunset (Zurple x Citradelic Sunset),Strawberry Storm
2212,multi-variant-single THC-CBD,Cold Creek Kush
2213,new test,Animal Face
2214,newflower,Grav - Hammer Bubbler - Green
2215,product live,Orange
2216,product test,Orange
2217,qa productv445,Avana - Lemonberry Haze Live Rosin Pax Pod - 0.5g
2218,re+PLAY - Foot + Ankle Cream,Puffco - The Peak Pro
2219,something,qa productv445
2220,template,test-range
2221,test,test-active-stock
2222,test master,Orange
2223,test product,Orange
2224,test-active-stock,Billy's Pheno
2225,test-product,test-product
2226,test-range,Orange
2227,test1,Blend19 Pre-Roll
2228,testaccess,NEW 
2229,testing,template
2230,testproduct,Puffco - The Peak Pro
